,lot_area,year_built,year_remod/add,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,saleprice,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,alley_Grvl,alley_Pave,utilities_NoSeWa,utilities_NoSewr,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,bsmt_qual_Ex,bsmt_qual_Fa,bsmt_qual_Gd,bsmt_qual_TA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,central_air_Y,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,fence_GdPrv,fence_GdWo,fence_MnPrv,fence_MnWw
475,14331,2002,2002,1800.0,1800,0,2,0,3,1,7,1,3.0,270,78,0,0,0,0,312500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
476,3182,2004,2005,600.0,600,600,2,1,2,1,4,0,2.0,0,172,0,0,0,0,151000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
477,1920,1971,1971,765.0,765,600,1,1,2,1,6,0,2.0,240,36,0,0,0,0,122500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
478,10110,2003,2003,835.0,835,861,2,1,3,1,7,0,2.0,143,66,0,0,0,0,188000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
479,10984,2005,2006,945.0,945,864,2,1,3,1,8,0,2.0,144,54,0,0,0,0,209700,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
480,14082,2006,2006,2220.0,2234,0,1,1,1,1,7,1,2.0,390,80,0,0,0,0,441929,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
481,8480,1993,1994,886.0,886,794,2,1,3,1,7,0,2.0,144,96,0,0,0,0,163000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
482,12205,1966,2007,832.0,976,1111,2,1,5,1,9,0,2.0,133,168,0,0,0,0,187500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
483,15750,1999,2000,1462.0,1513,0,2,0,2,1,5,1,2.0,135,34,0,0,0,0,220000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
484,8050,1967,1993,949.0,1107,0,1,0,3,1,5,0,1.0,88,64,0,0,0,0,127000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
485,7200,1955,2007,0.0,827,0,1,0,2,1,5,1,1.0,0,0,0,0,0,0,107500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
486,6300,1914,2001,742.0,742,742,2,0,3,1,9,1,0.0,0,291,134,0,0,0,128000,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
487,5232,1925,2004,680.0,764,0,1,0,2,1,4,0,2.0,0,0,0,0,0,0,73000,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
488,11846,2003,2004,1792.0,1792,0,2,0,2,1,6,1,3.0,206,49,0,0,0,0,374000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
489,16900,2001,2002,1479.0,1515,1134,2,1,4,1,10,1,3.0,0,60,0,0,0,0,421250,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
490,9636,1992,1993,808.0,808,785,2,1,3,1,7,1,2.0,342,40,0,0,0,0,178000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
491,10012,1972,1972,1138.0,1181,0,2,0,3,1,6,0,2.0,0,0,180,0,0,0,137500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
492,14303,1994,1994,1986.0,1987,0,2,0,2,1,7,1,2.0,262,36,0,0,0,0,301500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
493,5707,1935,1950,583.0,647,595,1,1,3,1,6,1,1.0,329,96,0,0,0,0,105000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
494,9360,1968,2004,976.0,976,0,1,0,2,1,4,1,2.0,94,0,0,0,0,0,157500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
495,5680,1901,1950,969.0,969,245,1,0,2,1,6,0,1.0,0,0,77,0,0,0,117000,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
496,7000,1962,1962,864.0,864,0,1,0,3,1,5,0,1.0,0,0,0,0,0,0,105000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
497,10480,1936,1950,1064.0,1166,0,1,0,3,1,6,0,1.0,0,0,0,0,0,0,115000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
498,11578,2008,2008,1736.0,1736,0,2,0,3,1,7,1,3.0,319,90,0,0,0,0,360000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
499,7018,1979,1979,0.0,1535,0,2,0,4,2,8,0,2.0,0,0,0,0,0,0,118858,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
500,9130,1966,2000,800.0,800,832,1,1,4,1,7,0,2.0,0,40,0,0,0,0,173000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
501,10800,1890,1998,630.0,725,0,1,1,1,1,4,0,1.0,0,30,0,0,0,0,78500,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
502,8244,2004,2004,840.0,840,880,2,1,3,1,7,1,2.0,100,48,0,0,0,0,183500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
503,6000,1953,1953,936.0,936,0,1,0,2,1,4,0,2.0,0,32,112,0,0,0,93000,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
504,3621,2003,2003,1406.0,1589,0,2,0,2,1,7,1,3.0,143,20,0,0,0,0,226500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
505,7837,1993,1994,799.0,799,772,2,1,3,1,7,1,2.0,0,40,0,0,0,0,178000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
506,10665,2003,2003,1453.0,1479,0,2,0,3,1,7,0,2.0,144,29,0,0,0,0,226000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
507,10457,1969,1969,784.0,784,848,1,1,4,1,7,1,2.0,0,173,368,0,0,0,173000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
508,8281,1965,1965,864.0,864,0,1,0,3,1,5,1,1.0,0,0,236,0,0,0,62383,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
509,14948,2008,2008,1452.0,1476,1237,2,1,3,1,11,1,3.0,126,66,0,0,0,0,446261,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
510,7000,1926,1997,624.0,743,736,1,0,3,1,6,2,1.0,530,0,56,0,0,0,160000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
511,3940,2004,2004,1393.0,1576,0,2,0,2,1,7,1,3.0,143,20,0,0,0,0,219990,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
512,9382,1999,2000,1468.0,1479,0,2,0,3,1,6,0,2.0,120,25,0,0,0,0,191000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
513,6854,1925,1994,756.0,916,144,1,0,1,1,6,1,1.0,0,65,0,0,150,0,136500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514,11515,1958,1994,0.0,943,0,1,0,3,1,5,0,1.0,0,0,60,0,0,0,80000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
515,13837,1988,1988,1204.0,1377,806,2,1,4,1,9,0,3.0,0,0,0,0,0,0,229000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
516,9938,1993,1994,1050.0,1062,887,2,1,3,1,8,1,2.0,156,90,0,0,0,0,236000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
517,12633,2006,2007,1824.0,1824,0,2,0,3,1,8,1,3.0,160,36,0,0,108,0,392000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
518,6876,1927,1950,720.0,1146,784,2,0,4,1,8,0,1.0,0,0,213,0,0,0,149000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
519,3951,1998,1999,970.0,1469,924,2,1,2,1,7,1,2.0,0,90,0,0,94,0,345000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
520,9856,1900,2005,716.0,1007,1007,2,0,5,1,8,0,2.0,0,72,167,0,0,0,169000,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
521,17808,1946,1950,484.0,1242,0,1,0,2,1,4,0,1.0,0,0,0,0,0,0,109900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
522,9627,1993,1994,996.0,996,1004,2,1,3,1,9,1,3.0,190,48,0,0,0,0,188000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
523,6000,1939,1950,780.0,825,587,1,0,4,1,6,1,1.0,45,0,0,0,0,0,132500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
524,9757,1994,1994,990.0,990,0,1,0,3,1,5,0,1.0,66,0,0,0,92,0,143000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
525,9280,1951,1951,1342.0,1342,0,1,0,4,1,7,0,1.0,0,0,0,0,0,0,125000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
526,14780,2005,2005,1868.0,1868,0,2,0,2,1,7,1,3.0,354,56,0,0,156,0,415000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
527,7740,1910,1950,622.0,741,622,1,0,3,1,6,0,2.0,0,0,0,0,168,0,125500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
528,9600,1958,1988,1240.0,1632,0,2,0,3,1,6,1,1.0,289,0,0,0,0,0,139000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
529,13478,2008,2008,1722.0,1728,568,2,1,3,1,10,1,3.0,382,274,0,0,0,0,451950,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
530,10926,1959,1959,1678.0,1678,0,2,0,6,2,10,0,0.0,0,0,0,0,0,0,119900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
531,6853,2001,2002,1267.0,1296,0,2,0,2,1,6,0,2.0,192,25,0,0,0,0,220000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
532,10667,1971,1971,1587.0,1587,0,2,0,3,1,7,1,2.0,0,44,0,0,0,0,167300,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
533,8212,1941,1950,720.0,854,444,1,0,3,1,6,2,1.0,84,0,0,0,0,0,122000,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
534,9100,1963,1963,1728.0,1728,0,2,0,6,2,10,0,2.0,0,0,0,0,0,0,125000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
535,6000,1957,1957,928.0,928,0,1,0,3,1,5,0,1.0,0,0,0,0,0,0,112500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
536,9316,2005,2006,879.0,879,916,2,1,3,1,7,0,2.0,164,111,0,0,0,0,191000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
537,9464,1958,1958,1080.0,1080,0,1,0,3,1,5,0,1.0,0,0,0,0,130,0,136000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
538,10400,1998,1998,866.0,866,913,2,1,3,1,6,0,2.0,198,36,0,0,0,0,197900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
539,5310,1910,2003,485.0,1001,634,1,0,2,1,5,0,1.0,394,0,0,0,0,0,117000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
540,7406,2006,2006,1199.0,1220,0,2,0,2,1,6,0,2.0,105,54,0,0,0,0,194000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
541,4538,2001,2001,1310.0,1310,0,1,1,1,1,5,1,2.0,277,45,0,0,0,0,285000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
542,10106,1940,1999,644.0,808,547,2,0,4,2,6,0,0.0,140,0,0,0,0,0,127500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,13346,1992,2000,1095.0,1166,1129,2,1,4,1,9,1,2.0,0,40,0,0,0,0,268000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
544,9639,1900,1950,1075.0,1156,642,2,1,4,1,7,0,2.0,0,0,160,0,0,0,137000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
545,15387,1967,1967,1620.0,1620,0,2,0,4,1,8,1,2.0,0,62,192,0,0,0,215000,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
546,10050,1955,1955,1216.0,1216,0,1,0,3,1,5,0,1.0,0,0,0,0,0,0,129500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
547,6240,1936,1950,896.0,896,448,1,0,3,1,7,0,1.0,200,114,0,0,0,0,115000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
548,7506,1925,1950,747.0,747,412,1,0,3,1,5,0,1.0,84,0,96,0,0,0,114000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
549,8900,1966,1966,1056.0,1056,0,1,0,2,1,5,0,1.0,0,42,0,0,0,0,107000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
550,8480,1947,1950,832.0,832,384,1,0,2,1,6,0,1.0,158,0,102,0,0,0,118500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
551,6000,1929,1950,862.0,950,208,1,0,3,1,5,1,1.0,0,0,112,0,0,0,120000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
552,8847,2005,2005,1538.0,1538,0,2,0,3,1,7,0,2.0,146,40,0,0,0,0,260000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
553,8050,1959,1959,1143.0,1143,0,1,0,3,1,6,0,1.0,0,0,0,0,0,0,136000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
554,8294,1971,1971,858.0,872,0,1,0,3,1,5,0,4.0,0,0,0,0,0,0,123000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
555,7920,1920,1950,319.0,1035,371,1,0,3,1,6,0,0.0,0,144,0,0,0,0,89500,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
556,18494,2005,2005,1324.0,1324,0,2,0,3,1,6,0,2.0,36,23,0,0,0,0,199500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
557,7162,1966,1966,876.0,904,0,1,0,3,1,6,0,1.0,0,0,0,0,0,0,109900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
558,10918,1926,2004,1276.0,1276,804,1,1,3,1,9,2,1.0,0,0,0,0,145,0,234000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
559,4435,2004,2004,848.0,848,0,1,0,1,1,3,1,2.0,140,0,0,0,0,0,155900,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
560,11250,1957,1989,1104.0,1104,684,1,0,5,1,8,2,1.0,120,0,0,0,0,0,161500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
561,14375,1958,1958,819.0,1344,0,1,0,3,1,7,1,2.0,0,118,0,0,233,0,137500,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
562,9045,1910,1950,840.0,1128,1128,2,0,4,2,12,0,0.0,0,18,18,0,0,0,76500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
